D_mth,cnt
39,14
22,14
42,14
35,14
38,16
21,14
37,14
34,14
10,424523
20,14
26,18
50,14
44,14
12,419554
31,14
9,687632
47,14
24,15
18,14
19,14
15,377968
27,15
30,14
3,481627
41,14
40,14
11,439747
28,14
36,14
13,401395
17,160437
49,14
2,459388
6,446400
4,460580
32,19
5,554935
8,432297
29,14
14,380632
33,14
16,294335
48,14
25,14
51,14
23,14
43,14
46,14
7,559236
1,393466
53,4
45,28
52,14
